id,domain,prompt
4543,Robotics / Motion / Actuators,"Map an analog slider -1.0 to +1.0 to linear speed -0.50 to +0.50 [mps], with a small deadband around zero."
4544,Robotics / Motion / Actuators,"Create a homing state machine for a linear axis: on startup, move toward home at 0.05 [mps] until the home switch closes, stop, zero the position, then wait for a go command to allow normal operation."
4545,Robotics / Motion / Actuators,"Given commands for forward speed in [mps] and turn rate in [rad] per second, compute left and right wheel speeds and drive them, saturating each wheel to +/-0.60 [mps]."
4546,Robotics / Motion / Actuators,"Maintain a desired joint angle in [rad] with a simple error threshold: if |error| < 0.01 [rad], command zero motion; otherwise drive toward the setpoint."
4547,Robotics / Motion / Actuators,"Provide two modes for a rotary joint: Manual jog with two buttons that step +/-0.05 [rad] per press, and Auto where the joint moves to a numeric setpoint [rad]. Include a latch to switch modes safely."
4548,Robotics / Motion / Actuators,"If measured speed exceeds 0.60 [mps], immediately cut motor command to zero and latch a fault until a reset input clears it."
4549,Robotics / Motion / Actuators,"Enforce soft limits on a joint: keep the commanded angle within [0.00, 2.50] [rad], and taper the allowed speed to zero as the setpoint approaches either limit."
4550,Robotics / Motion / Actuators,Slew-limit a requested linear velocity so it cannot change faster than 0.20 [mps] per second before applying it to the actuator. Ensure update rate 200 Hz.
4551,Robotics / Motion / Actuators,"When a current-limit input is asserted, reduce the target linear speed to 0.15 [mps]; otherwise allow up to 0.30 [mps]. Provide a 200 ms delay before restoring full speed."
4552,Robotics / Motion / Actuators,"Implement a three-state controller for a joint: Idle, Moving, and Settled. On start, go to Moving toward a target [rad]; when within 0.02 [rad] for 100 ms, go to Settled; on new command, return to Moving; on timeout, enter Fault."
4553,Robotics / Motion / Actuators,"Detect a stall: if the system commands >0.10 [mps] for more than 2 s but measured motion remains <0.01 [mps], stop the motor and raise a fault."
4554,Robotics / Motion / Actuators,Toggle between two absolute angles (0.00 [rad] and 1.57 [rad]) every 3 s while enabled; otherwise hold current position. Update loop 100 Hz; enforce WCET <= 0.5 ms.
4555,Robotics / Motion / Actuators,"While an enable is true, generate a sinusoidal position target with amplitude 0.20 [rad] at 1 Hz and drive the joint to follow it; when disabled, hold at 0.00 [rad]."
4556,Robotics / Motion / Actuators,"On overcurrent, ramp the commanded linear speed to 0 over 0.5 s; on clear, ramp back toward the request, limited to 0.40 [mps]."
4557,Robotics / Motion / Actuators,"Manual/auto selection: in manual, map joystick input -1 to +1 to -0.50 to +0.50 [mps]; in auto, follow a preloaded speed schedule. Switch modes only when actual speed is within +/-0.05 [mps] of zero."
4558,Robotics / Motion / Actuators,"Track a piecewise-linear angle profile defined as time/angle pairs in [rad], advancing at real time and holding at the final point."
4559,Robotics / Motion / Actuators,"Implement an emergency stop: on e-stop input, command 0 [mps] immediately, disable further commands, and require a 2 s stable condition plus reset input before re-enabling."
4560,Robotics / Motion / Actuators,"Low-pass filter a noisy velocity command (cutoff 5 Hz) before applying it to the actuator, maintaining units in [mps]. Run at 200 Hz and guarantee WCET < 1 ms."
4561,Robotics / Motion / Actuators,"Constrain a servo to operate only within [-1.0, +1.0] [rad]. If a command attempts to exceed the window, saturate to the boundary and report a limit-hit status."
4562,Robotics / Motion / Actuators,"On an index pulse, capture the current joint position [rad], stop motion, and report the captured angle for downstream use."
4563,Robotics / Motion / Actuators,"If measured temperature exceeds a threshold, reduce maximum speed from 0.30 to 0.10 [mps]; restore to 0.30 [mps] only after cooling below the lower threshold to add hysteresis."
4564,Robotics / Motion / Actuators,"Design a closed-loop PID position controller for a rotary joint: input is desired angle in [rad] and measured angle in [rad]. Limit the output so that the implied angular speed cannot exceed a safe value, and ensure the control loop runs at 1 kHz with WCET <= 0.5 ms. Include integrator anti-windup."
4565,Robotics / Motion / Actuators,"Implement a PID speed controller for a linear axis to track a commanded velocity in [mps]. Add a feedforward term, limit acceleration by slewing the setpoint, and declare a fault if actual speed stays below 0.02 [mps] for 1 s while the command exceeds 0.10 [mps]."
4566,Robotics / Motion / Actuators,"Build a cascaded controller: outer loop holds position [rad] with PID and outputs a velocity request; inner loop regulates that velocity with PID before sending to the motor. Run at 500 Hz, with clear saturation limits and anti-windup."
4567,Robotics / Motion / Actuators,"Fuse an encoder angle [rad] with a gyroscope rate to estimate angle and rate using a complementary filter, then hold a commanded angle in [rad] with PID. If the encoder signal is lost, fall back to gyro integration with reduced bandwidth and limit speeds for safety."
4568,Robotics / Motion / Actuators,"Detect and mitigate wheel slip by comparing kinematic forward speed from wheel rotation to an IMU-derived estimate of [mps]; if the discrepancy exceeds 0.20 [mps] for >100 ms, reduce the commanded speed by 50% until agreement returns."
4569,Robotics / Motion / Actuators,"Generate a jerk-limited S-curve motion from current to target angle in [rad], bounding peak speed such that the linear tip speed does not exceed 0.60 [mps] given a provided radius. Guarantee timing determinism with WCET <= 1 ms."
4570,Robotics / Motion / Actuators,Implement thermal derating: read motor temperature and linearly reduce the allowed speed limit from 0.50 to 0.10 [mps] between 60 C and 85 C. Integrate this limit with a PID velocity controller and enforce a watchdog on the update rate.
4571,Robotics / Motion / Actuators,"Use two redundant encoders reporting [rad] to drive a joint; continuously compare them and if the difference exceeds 0.03 [rad] for more than 50 ms, enter a degraded mode that caps speed to 0.10 [mps] and flags a fault."
4572,Robotics / Motion / Actuators,"Apply a notch filter centered at 20 Hz to the commanded angle [rad] to suppress resonance, then control the joint with PID. Run at 1 kHz and cap the output to safe motion rates."
4573,Robotics / Motion / Actuators,"Follow a time-stamped trajectory of angles in [rad] with a PID position loop such that tracking error stays below 0.02 [rad]; if error exceeds this for 200 ms, perform an emergency stop to 0 [mps] and hold."
4574,Robotics / Motion / Actuators,"Create a multi-mode joint controller with modes Safe, Homing, PositionHold, and TrajectoryFollow. Define transitions (e.g., Safe on any fault, Homing at startup, PositionHold when holding a [rad] setpoint), enforce speed limits in [mps] during each mode, and specify loop rate 1 kHz with per-mode WCET budgets. Provide a brief built-in self-test on entry to Safe and Homing."
4575,Robotics / Motion / Actuators,"Design a dual-channel actuation supervisor for a critical axis: two independent command sources propose angles in [rad]. Cross-check them, vote or reject on disagreement beyond 0.05 [rad], and ensure a fail-operational degraded mode that caps motion to 0.10 [mps]. Include periodic self-tests and define precise timing (update 500 Hz, WCET <= 0.8 ms)."
4576,Robotics / Motion / Actuators,"Implement a multi-mode drive for a differential base: Manual teleoperation accepts forward speed in [mps] and turn rate in [rad] per second; Autonomous follows a path of [mps] vs time; Fault mode forces 0 [mps]. Define transitions, watchdogs, soft limits, and a test plan covering mode switches, limit enforcement, and loss of command."
4577,Robotics / Motion / Actuators,"Specify an end-of-line calibration and verification sequence for a servo joint: sweep from -1.0 to +1.0 [rad] at a gentle 0.05 [mps], detect hard stops, compute center offset, store it, and verify by commanding 0.0 [rad] twice. Include safety stops, timing limits (WCET <= 1 ms), and acceptance criteria."
4578,Robotics / Motion / Actuators,"Develop a comprehensive motion safety controller for a conveyor-like axis: manage max speed limits in [mps], protective stops, restart interlocks, and periodic proof tests of sensors. Define deterministic timing (200 Hz, WCET <= 0.5 ms), diagnostic coverage targets, and clear pass/fail criteria for automated testing."
4579,Robotics / Motion / Actuators,"Set a rotary servo to 1.0 [rad] when the 'go' input is true; otherwise hold at 0.0 [rad]. Add a simple software limit to prevent commands outside [-1.2, 1.2] [rad]."
4580,Robotics / Motion / Actuators,"Take a single numeric speed command in [mps] and send it to a linear actuator, clamping the value to the safe range [-0.4, 0.4] [mps]."
4581,Robotics / Motion / Actuators,"On each rising edge of a trigger input, advance a stepper by +0.05 [rad]; when position exceeds 1.2 [rad], wrap to 0.0 [rad]."
4582,Robotics / Motion / Actuators,Track a target speed input in [mps] with a slew rate limit of 0.1 [mps] per second; send the limited speed to the motor.
4583,Robotics / Motion / Actuators,"Map a single angle input in [rad] directly to a servo command, but enforce soft limits [-1.0, 1.0] [rad]."
4584,Robotics / Motion / Actuators,Command a joint to the requested angle [rad] from a single setpoint input while limiting the maximum slew to 0.5 [rad/s].
4585,Robotics / Motion / Actuators,"Monitor measured belt speed [mps]; if it exceeds 0.8 [mps], command the drive to 0 [mps] immediately and latch an overspeed flag."
4586,Robotics / Motion / Actuators,"When an enable input is true, jog a stepper forward by 0.03 [rad] every 100 ms; when false, hold the current angle."
4587,Robotics / Motion / Actuators,"Read a scalar input (0..1) and scale it linearly to a motor speed of 0..0.6 [mps], with output saturation at 0.6 [mps]."
4588,Robotics / Motion / Actuators,"Each time a 'next' pulse arrives, move a servo to the next preset angle from [0.0, 0.5, 1.0] [rad], wrapping back to 0.0 [rad] after the last."
4589,Robotics / Motion / Actuators,"Drive a conveyor at a constant 0.2 [mps] unless an emergency input is asserted, in which case command 0 [mps] immediately."
4590,Robotics / Motion / Actuators,"Mirror a measured angle input [rad] to a servo output so the actuator follows the input exactly, with clamping to [-1.2, 1.2] [rad]."
4591,Robotics / Motion / Actuators,"Low-pass filter a speed command input (time constant 0.3 s) before sending it to the motor in [mps], to smooth abrupt changes."
4592,Robotics / Motion / Actuators,Apply a deadband of ±0.02 [mps] to a single speed command input; only pass values outside the deadband to the actuator.
4593,Robotics / Motion / Actuators,Run a 50 Hz loop (WCET 5 ms) that reads a target angle [rad] and updates the servo to that angle with saturation at ±1.0 [rad].
4594,Robotics / Motion / Actuators,Drive a rotary joint to a commanded angle [rad] while observing two endstop inputs; stop and latch a fault if an endstop is hit before the target. Control at 200 Hz with WCET 0.8 ms.
4595,Robotics / Motion / Actuators,"Given forward speed [mps] and turn rate [rad], compute left and right wheel velocities and command both motors, enforcing ±0.6 [mps] limits and honoring an emergency stop input."
4596,Robotics / Motion / Actuators,"Build a small state machine: Idle → Homing → Ready → Fault. On start, rotate negative until a home switch closes, then move to 0.0 [rad]. In Ready, accept angle setpoints [rad]. Any e-stop sends the system to Fault and disables motion."
4597,Robotics / Motion / Actuators,"Provide jog controls with two buttons: one increments +0.02 [rad] per press, the other decrements by 0.02 [rad]; if a 'hold' input is held, move continuously at 0.1 [rad/s] within [-1.2, 1.2] [rad]."
